"City","County","Rate","rate_float"
"Alameda*","Alameda",9.25,0.0925
"Army Terminal","Alameda",9.25,0.0925
"Ashland","Alameda",9.25,0.0925
"Berkeley*","Alameda",9.25,0.0925
"Bradford","Alameda",9.25,0.0925
"Castro Valley","Alameda",9.25,0.0925
"Cresta Blanca","Alameda",9.25,0.0925
"Dublin*","Alameda",9.25,0.0925
"Elmwood","Alameda",9.25,0.0925
"Emeryville*","Alameda",9.25,0.0925
"Fremont*","Alameda",9.25,0.0925
"Government Island","Alameda",9.25,0.0925
"Heyer","Alameda",9.25,0.0925
"Landscape","Alameda",9.25,0.0925
"Livermore*","Alameda",9.25,0.0925
"Naval Air Station (Alameda*)","Alameda",9.25,0.0925
"Naval Hospital (Oakland*)","Alameda",9.25,0.0925
"Naval Supply Center (Oakland*)","Alameda",9.25,0.0925
"Oakland*","Alameda",9.25,0.0925
"Piedmont*","Alameda",9.25,0.0925
"Pleasanton*","Alameda",9.25,0.0925
"San Lorenzo","Alameda",9.25,0.0925
"South Shore (Alameda*)","Alameda",9.25,0.0925
"Sunol","Alameda",9.25,0.0925
"Warm Springs (Fremont*)","Alameda",9.25,0.0925
"Albany*","Alameda",9.75,0.0975
"Hayward*","Alameda",9.75,0.0975
"Newark*","Alameda",9.75,0.0975
"San Leandro*","Alameda",9.75,0.0975
"Union City*","Alameda",9.75,0.0975
"Bear Valley","Alpine",7.25,0.0725
"Hope Valley (Forest Camp)","Alpine",7.25,0.0725
"Kirkwood","Alpine",7.25,0.0725
"Lake Alpine","Alpine",7.25,0.0725
"Markleeville","Alpine",7.25,0.0725
"Woodfords","Alpine",7.25,0.0725
"Amador City*","Amador",7.75,0.0775
"Bear River Lake","Amador",7.75,0.0775
"Drytown","Amador",7.75,0.0775
"Fiddletown","Amador",7.75,0.0775
"Ione*","Amador",7.75,0.0775
"Jackson*","Amador",7.75,0.0775
"Kit Carson","Amador",7.75,0.0775
"Martell","Amador",7.75,0.0775
"Pine Grove","Amador",7.75,0.0775
"Pioneer","Amador",7.75,0.0775
"Plymouth*","Amador",7.75,0.0775
"River Pines","Amador",7.75,0.0775
"Silver Lake","Amador",7.75,0.0775
"Sutter Creek*","Amador",7.75,0.0775
"Volcano","Amador",7.75,0.0775
"Bangor","Butte",7.25,0.0725
"Berry Creek","Butte",7.25,0.0725
"Biggs*","Butte",7.25,0.0725
"Butte Meadows","Butte",7.25,0.0725
"Chico*","Butte",7.25,0.0725
"Clipper Mills","Butte",7.25,0.0725
"Cohasset","Butte",7.25,0.0725
"Durham","Butte",7.25,0.0725
"Feather Falls","Butte",7.25,0.0725
"Forbestown","Butte",7.25,0.0725
"Forest Ranch","Butte",7.25,0.0725
"Gridley*","Butte",7.25,0.0725
"Magalia","Butte",7.25,0.0725
"Nelson","Butte",7.25,0.0725
"Oroville*","Butte",7.25,0.0725
"Palermo","Butte",7.25,0.0725
"Pulga","Butte",7.25,0.0725
"Richardson Springs","Butte",7.25,0.0725
"Richvale","Butte",7.25,0.0725
"Stirling City","Butte",7.25,0.0725
"Yankee Hill","Butte",7.25,0.0725
"Paradise*","Butte",7.75,0.0775
"Altaville","Calaveras",7.25,0.0725
"Angels Camp*","Calaveras",7.25,0.0725
"Arnold","Calaveras",7.25,0.0725
"Avery","Calaveras",7.25,0.0725
"Burson","Calaveras",7.25,0.0725
"Camp Connell","Calaveras",7.25,0.0725
"Campo Seco","Calaveras",7.25,0.0725
"Copperopolis","Calaveras",7.25,0.0725
"Douglas Flat","Calaveras",7.25,0.0725
"Glencoe","Calaveras",7.25,0.0725
"Hathaway Pines","Calaveras",7.25,0.0725
"Mokelumne Hill","Calaveras",7.25,0.0725
"Mountain Ranch","Calaveras",7.25,0.0725
"Murphys","Calaveras",7.25,0.0725
"Rail Road Flat","Calaveras",7.25,0.0725
"San Andreas","Calaveras",7.25,0.0725
"Sheepranch","Calaveras",7.25,0.0725
"Vallecito","Calaveras",7.25,0.0725
"Valley Springs","Calaveras",7.25,0.0725
"Wallace","Calaveras",7.25,0.0725
"West Point","Calaveras",7.25,0.0725
"White Pines","Calaveras",7.25,0.0725
"Wilseyville","Calaveras",7.25,0.0725
"Arbuckle","Colusa",7.25,0.0725
"College City","Colusa",7.25,0.0725
"Colusa*","Colusa",7.25,0.0725
"Deleven","Colusa",7.25,0.0725
"Grimes","Colusa",7.25,0.0725
"Maxwell","Colusa",7.25,0.0725
"Princeton","Colusa",7.25,0.0725
"Sites","Colusa",7.25,0.0725
"Stonyford","Colusa",7.25,0.0725
"Williams*","Colusa",7.75,0.0775
"Alamo","Contra Costa",8.25,0.0825
"Bay Point (formally West Pittsburg)","Contra Costa",8.25,0.0825
"Bethel Island","Contra Costa",8.25,0.0825
"Black Hawk","Contra Costa",8.25,0.0825
"Brentwood*","Contra Costa",8.25,0.0825
"Byron","Contra Costa",8.25,0.0825
"Canyon","Contra Costa",8.25,0.0825
"Clayton*","Contra Costa",8.25,0.0825
"Crockett","Contra Costa",8.25,0.0825
"Danville*","Contra Costa",8.25,0.0825
"Diablo","Contra Costa",8.25,0.0825
"Discovery Bay","Contra Costa",8.25,0.0825
"Dollar Ranch","Contra Costa",8.25,0.0825
"El Sobrante","Contra Costa",8.25,0.0825
"Fairmount","Contra Costa",8.25,0.0825
"Kensington","Contra Costa",8.25,0.0825
"Knightsen","Contra Costa",8.25,0.0825
"Lafayette*","Contra Costa",8.25,0.0825
"Mira Vista","Contra Costa",8.25,0.0825
"Oakley*","Contra Costa",8.25,0.0825
"Pacheco","Contra Costa",8.25,0.0825
"Port Costa","Contra Costa",8.25,0.0825
"Rodeo","Contra Costa",8.25,0.0825
"San Ramon*","Contra Costa",8.25,0.0825
"Selby","Contra Costa",8.25,0.0825
"Shore Acres","Contra Costa",8.25,0.0825
"Walnut Creek*","Contra Costa",8.25,0.0825
"Antioch*","Contra Costa",8.75,0.0875
"Concord*","Contra Costa",8.75,0.0875
"Hercules*","Contra Costa",8.75,0.0875
"Martinez*","Contra Costa",8.75,0.0875
"Orinda*","Contra Costa",8.75,0.0875
"Pittsburg*","Contra Costa",8.75,0.0875
"Pleasant Hill*","Contra Costa",8.75,0.0875
"San Pablo*","Contra Costa",8.75,0.0875
"Moraga*","Contra Costa",9.25,0.0925
"Pinole*","Contra Costa",9.25,0.0925
"Rheem Valley (Moraga*)","Contra Costa",9.25,0.0925
"Richmond*","Contra Costa",9.25,0.0925
"El Cerrito*","Contra Costa",9.75,0.0975
"Crescent City*","Del Norte",7.5,0.075
"Fort Dick","Del Norte",7.5,0.075
"Gasquet","Del Norte",7.5,0.075
"Klamath","Del Norte",7.5,0.075
"Requa","Del Norte",7.5,0.075
"Smith River","Del Norte",7.5,0.075
"Al Tahoe","El Dorado",7.25,0.0725
"Bijou","El Dorado",7.25,0.0725
"Cameron Park","El Dorado",7.25,0.0725
"Camino","El Dorado",7.25,0.0725
"Coloma","El Dorado",7.25,0.0725
"Cool","El Dorado",7.25,0.0725
"Diamond Springs","El Dorado",7.25,0.0725
"Echo Lake","El Dorado",7.25,0.0725
"El Dorado","El Dorado",7.25,0.0725
"El Dorado Hills","El Dorado",7.25,0.0725
"Fallen Leaf","El Dorado",7.25,0.0725
"Garden Valley","El Dorado",7.25,0.0725
"Georgetown","El Dorado",7.25,0.0725
"Greenwood","El Dorado",7.25,0.0725
"Grizzly Flats","El Dorado",7.25,0.0725
"Kelsey","El Dorado",7.25,0.0725
"Kyburz","El Dorado",7.25,0.0725
"Little Norway","El Dorado",7.25,0.0725
"Lotus","El Dorado",7.25,0.0725
"Meeks Bay","El Dorado",7.25,0.0725
"Meyers","El Dorado",7.25,0.0725
"Mt. Aukum","El Dorado",7.25,0.0725
"Nashville","El Dorado",7.25,0.0725
"Omo Ranch","El Dorado",7.25,0.0725
"Pacific House","El Dorado",7.25,0.0725
"Pilot Hill","El Dorado",7.25,0.0725
"Pollock Pines","El Dorado",7.25,0.0725
"Rescue","El Dorado",7.25,0.0725
"Shingle Springs","El Dorado",7.25,0.0725
"Smithflat","El Dorado",7.25,0.0725
"Somerset","El Dorado",7.25,0.0725
"Tahoe Paradise","El Dorado",7.25,0.0725
"Tahoe Valley","El Dorado",7.25,0.0725
"Twin Bridges","El Dorado",7.25,0.0725
"South Lake Tahoe*","El Dorado",7.75,0.0775
"Placerville*","El Dorado",8.25,0.0825
"Auberry","Fresno",7.975,0.07975
"Barton","Fresno",7.975,0.07975
"Big Creek","Fresno",7.975,0.07975
"Biola","Fresno",7.975,0.07975
"Burrel","Fresno",7.975,0.07975
"Calwa","Fresno",7.975,0.07975
"Cantua Creek","Fresno",7.975,0.07975
"Cardwell","Fresno",7.975,0.07975
"Caruthers","Fresno",7.975,0.07975
"Cedar Crest","Fresno",7.975,0.07975
"Clinter","Fresno",7.975,0.07975
"Clovis*","Fresno",7.975,0.07975
"Coalinga*","Fresno",7.975,0.07975
"Del Rey","Fresno",7.975,0.07975
"Dinkey Creek","Fresno",7.975,0.07975
"Dunlap","Fresno",7.975,0.07975
"Easton","Fresno",7.975,0.07975
"Fancher","Fresno",7.975,0.07975
"Fig Garden Village (Fresno*)","Fresno",7.975,0.07975
"Firebaugh*","Fresno",7.975,0.07975
"Five Points","Fresno",7.975,0.07975
"Fowler*","Fresno",7.975,0.07975
"Fresno*","Fresno",7.975,0.07975
"Friant","Fresno",7.975,0.07975
"Helm","Fresno",7.975,0.07975
"Herndon","Fresno",7.975,0.07975
"Highway City (Fresno*)","Fresno",7.975,0.07975
"Hume","Fresno",7.975,0.07975
"Huntington Lake","Fresno",7.975,0.07975
"Kerman*","Fresno",7.975,0.07975
"Kingsburg*","Fresno",7.975,0.07975
"Lakeshore","Fresno",7.975,0.07975
"Laton","Fresno",7.975,0.07975
"Malaga","Fresno",7.975,0.07975
"Mendota*","Fresno",7.975,0.07975
"Miramonte","Fresno",7.975,0.07975
"Mono Hot Springs","Fresno",7.975,0.07975
"Orange Cove*","Fresno",7.975,0.07975
"Parlier*","Fresno",7.975,0.07975
"Piedra","Fresno",7.975,0.07975
"Pinedale (Fresno*)","Fresno",7.975,0.07975
"Prather","Fresno",7.975,0.07975
"Raisin City","Fresno",7.975,0.07975
"Riverdale","Fresno",7.975,0.07975
"San Joaquin*","Fresno",7.975,0.07975
"Shaver Lake","Fresno",7.975,0.07975
"Squaw Valley","Fresno",7.975,0.07975
"Tollhouse","Fresno",7.975,0.07975
"Tranquillity","Fresno",7.975,0.07975
"Reedley*","Fresno",8.475,0.08475
"Selma*","Fresno",8.475,0.08475
"Sanger*","Fresno",8.725,0.08725
"Huron*","Fresno",8.975,0.08975
"Artois","Glenn",7.25,0.0725
"Butte City","Glenn",7.25,0.0725
"Elk Creek","Glenn",7.25,0.0725
"Glenn","Glenn",7.25,0.0725
"Hamilton City","Glenn",7.25,0.0725
"Ordbend","Glenn",7.25,0.0725
"Willows*","Glenn",7.25,0.0725
"Orland*","Glenn",7.75,0.0775
"Alderpoint","Humboldt",7.75,0.0775
"Alton","Humboldt",7.75,0.0775
"Bayside","Humboldt",7.75,0.0775
"Blocksburg","Humboldt",7.75,0.0775
"Blue Lake*","Humboldt",7.75,0.0775
"Briceland","Humboldt",7.75,0.0775
"Bridgeville","Humboldt",7.75,0.0775
"Carlotta","Humboldt",7.75,0.0775
"Crannell","Humboldt",7.75,0.0775
"Cutten","Humboldt",7.75,0.0775
"Ettersburg","Humboldt",7.75,0.0775
"Fernbridge (Fortuna*)","Humboldt",7.75,0.0775
"Ferndale*","Humboldt",7.75,0.0775
"Fields Landing","Humboldt",7.75,0.0775
"Fort Seward","Humboldt",7.75,0.0775
"Freshwater","Humboldt",7.75,0.0775
"Garberville","Humboldt",7.75,0.0775
"Harris","Humboldt",7.75,0.0775
"Holmes","Humboldt",7.75,0.0775
"Honeydew","Humboldt",7.75,0.0775
"Hoopa","Humboldt",7.75,0.0775
"Hydesville","Humboldt",7.75,0.0775
"Kneeland","Humboldt",7.75,0.0775
"Korbel","Humboldt",7.75,0.0775
"Loleta","Humboldt",7.75,0.0775
"McKinleyville","Humboldt",7.75,0.0775
"Miranda","Humboldt",7.75,0.0775
"Myers Flat","Humboldt",7.75,0.0775
"Orick","Humboldt",7.75,0.0775
"Orleans","Humboldt",7.75,0.0775
"Pepperwood","Humboldt",7.75,0.0775
"Petrolia","Humboldt",7.75,0.0775
"Phillipsville","Humboldt",7.75,0.0775
"Redcrest","Humboldt",7.75,0.0775
"Redway","Humboldt",7.75,0.0775
"Richardson Grove","Humboldt",7.75,0.0775
"Rohnerville","Humboldt",7.75,0.0775
"Ruby Valley","Humboldt",7.75,0.0775
"Samoa","Humboldt",7.75,0.0775
"Scotia","Humboldt",7.75,0.0775
"Shively","Humboldt",7.75,0.0775
"South Fork","Humboldt",7.75,0.0775
"Weott","Humboldt",7.75,0.0775
"Westhaven","Humboldt",7.75,0.0775
"Whitethorn","Humboldt",7.75,0.0775
"Whitlow","Humboldt",7.75,0.0775
"Willow Creek","Humboldt",7.75,0.0775
"Arcata*","Humboldt",8.5,0.085
"Eureka*","Humboldt",8.5,0.085
"Fortuna*","Humboldt",8.5,0.085
"Trinidad*","Humboldt",8.5,0.085
"Rio Dell*","Humboldt",8.75,0.0875
"Bard","Imperial",7.75,0.0775
"Bombay Beach","Imperial",7.75,0.0775
"Brawley*","Imperial",7.75,0.0775
"Calipatria*","Imperial",7.75,0.0775
"Heber","Imperial",7.75,0.0775
"Holtville*","Imperial",7.75,0.0775
"Imperial*","Imperial",7.75,0.0775
"Niland","Imperial",7.75,0.0775
"Ocotillo","Imperial",7.75,0.0775
"Palo Verde","Imperial",7.75,0.0775
"Plaster City","Imperial",7.75,0.0775
"Salton City","Imperial",7.75,0.0775
"Seeley","Imperial",7.75,0.0775
"Westmorland*","Imperial",7.75,0.0775
"Winterhaven","Imperial",7.75,0.0775
"Calexico*","Imperial",8.25,0.0825
"El Centro*","Imperial",8.25,0.0825
"Amargosa (Death Valley)","Inyo",7.75,0.0775
"Bartlett","Inyo",7.75,0.0775
"Big Pine","Inyo",7.75,0.0775
"Bishop*","Inyo",7.75,0.0775
"Cartago","Inyo",7.75,0.0775
"Coso Junction","Inyo",7.75,0.0775
"Darwin","Inyo",7.75,0.0775
"Death Valley","Inyo",7.75,0.0775
"Death Valley Junction","Inyo",7.75,0.0775
"Independence","Inyo",7.75,0.0775
"Inyo","Inyo",7.75,0.0775
"Keeler","Inyo",7.75,0.0775
"Laws","Inyo",7.75,0.0775
"Little Lake","Inyo",7.75,0.0775
"Lone Pine","Inyo",7.75,0.0775
"Olancha","Inyo",7.75,0.0775
"Shoshone","Inyo",7.75,0.0775
"Swall Meadows (Bishop*)","Inyo",7.75,0.0775
"Tecopa","Inyo",7.75,0.0775
"Bakersfield*","Kern",7.25,0.0725
"Bodfish","Kern",7.25,0.0725
"Boron","Kern",7.25,0.0725
"Buttonwillow","Kern",7.25,0.0725
"Caliente","Kern",7.25,0.0725
"California City*","Kern",7.25,0.0725
"Cantil","Kern",7.25,0.0725
"Del Kern (Bakersfield*)","Kern",7.25,0.0725
"Di Giorgio","Kern",7.25,0.0725
"Edison","Kern",7.25,0.0725
"Edwards","Kern",7.25,0.0725
"Edwards A.F.B.","Kern",7.25,0.0725
"Fellows","Kern",7.25,0.0725
"Frazier Park","Kern",7.25,0.0725
"Glennville","Kern",7.25,0.0725
"Golden Hills","Kern",7.25,0.0725
"Greenacres","Kern",7.25,0.0725
"Homestead","Kern",7.25,0.0725
"Inyokern","Kern",7.25,0.0725
"Johannesburg","Kern",7.25,0.0725
"Keene","Kern",7.25,0.0725
"Kernville","Kern",7.25,0.0725
"La Cresta Village","Kern",7.25,0.0725
"Lake Isabella","Kern",7.25,0.0725
"Lamont","Kern",7.25,0.0725
"Lebec","Kern",7.25,0.0725
"Lost Hills","Kern",7.25,0.0725
"Maricopa*","Kern",7.25,0.0725
"McFarland*","Kern",7.25,0.0725
"McKittrick","Kern",7.25,0.0725
"Mettler","Kern",7.25,0.0725
"Miracle Hot Springs","Kern",7.25,0.0725
"Mojave","Kern",7.25,0.0725
"Monolith","Kern",7.25,0.0725
"Mountain Mesa","Kern",7.25,0.0725
"North Edwards","Kern",7.25,0.0725
"Oildale","Kern",7.25,0.0725
"Onyx","Kern",7.25,0.0725
"Pond","Kern",7.25,0.0725
"Pumpkin Center","Kern",7.25,0.0725
"Randsburg","Kern",7.25,0.0725
"Rio Bravo (Bakersfield*)","Kern",7.25,0.0725
"Rosamond","Kern",7.25,0.0725
"Shafter*","Kern",7.25,0.0725
"Taft*","Kern",7.25,0.0725
"Tehachapi*","Kern",7.25,0.0725
"Tupman","Kern",7.25,0.0725
"Vista Park","Kern",7.25,0.0725
"Weldon","Kern",7.25,0.0725
"Wheeler Ridge","Kern",7.25,0.0725
"Wofford Heights","Kern",7.25,0.0725
"Woody","Kern",7.25,0.0725
"Arvin*","Kern",8.25,0.0825
"China Lake NWC (Ridgecrest)","Kern",8.25,0.0825
"Delano*","Kern",8.25,0.0825
"Ridgecrest*","Kern",8.25,0.0825
"Wasco*","Kern",8.25,0.0825
"Armona","Kings",7.25,0.0725
"Avenal*","Kings",7.25,0.0725
"Hanford*","Kings",7.25,0.0725
"Kettleman City","Kings",7.25,0.0725
"Lemoore*","Kings",7.25,0.0725
"Naval Air Station (Lemoore*)","Kings",7.25,0.0725
"Stratford","Kings",7.25,0.0725
"Corcoran*","Kings",8.25,0.0825
"Clearlake Oaks","Lake",7.25,0.0725
"Cobb","Lake",7.25,0.0725
"Finley","Lake",7.25,0.0725
"Glenhaven","Lake",7.25,0.0725
"Hobergs","Lake",7.25,0.0725
"Kelseyville","Lake",7.25,0.0725
"Loch Lomond","Lake",7.25,0.0725
"Lower Lake","Lake",7.25,0.0725
"Lucerne","Lake",7.25,0.0725
"Middletown","Lake",7.25,0.0725
"Nice","Lake",7.25,0.0725
"Upper Lake/ Upper Lake Valley","Lake",7.25,0.0725
"Whispering Pines","Lake",7.25,0.0725
"Witter Springs","Lake",7.25,0.0725
"Clearlake Highlands (Clearlake*)","Lake",8.75,0.0875
"Clearlake Park (Clearlake*)","Lake",8.75,0.0875
"Clearlake*","Lake",8.75,0.0875
"Lakeport*","Lake",8.75,0.0875
"Bieber","Lassen",7.25,0.0725
"Doyle","Lassen",7.25,0.0725
"Herlong","Lassen",7.25,0.0725
"Horse Lake","Lassen",7.25,0.0725
"Janesville","Lassen",7.25,0.0725
"Johnstonville","Lassen",7.25,0.0725
"Juniper","Lassen",7.25,0.0725
"Litchfield","Lassen",7.25,0.0725
"Little Valley","Lassen",7.25,0.0725
"Madeline","Lassen",7.25,0.0725
"Milford","Lassen",7.25,0.0725
"Nubieber","Lassen",7.25,0.0725
"Ravendale","Lassen",7.25,0.0725
"Standish","Lassen",7.25,0.0725
"Susanville*","Lassen",7.25,0.0725
"Termo","Lassen",7.25,0.0725
"Wendel","Lassen",7.25,0.0725
"Westwood","Lassen",7.25,0.0725
"Acton","Los Angeles",9.5,0.095
"Agoura","Los Angeles",9.5,0.095
"Agoura Hills*","Los Angeles",9.5,0.095
"Agua Dulce","Los Angeles",9.5,0.095
"Alhambra*","Los Angeles",9.5,0.095
"Almondale","Los Angeles",9.5,0.095
"Alondra","Los Angeles",9.5,0.095
"Altadena","Los Angeles",9.5,0.095
"Antelope Acres","Los Angeles",9.5,0.095
"Arcadia*","Los Angeles",9.5,0.095
"Arleta (Los Angeles*)","Los Angeles",9.5,0.095
"Artesia*","Los Angeles",9.5,0.095
"Athens","Los Angeles",9.5,0.095
"Azusa*","Los Angeles",9.5,0.095
"Bailey","Los Angeles",9.5,0.095
"Baldwin Park*","Los Angeles",9.5,0.095
"Barrington","Los Angeles",9.5,0.095
"Bassett","Los Angeles",9.5,0.095
"Bel Air Estates (Los Angeles*)","Los Angeles",9.5,0.095
"Bell Gardens*","Los Angeles",9.5,0.095
"Bell*","Los Angeles",9.5,0.095
"Bellflower*","Los Angeles",9.5,0.095
"Beverly Hills*","Los Angeles",9.5,0.095
"Bouquet Canyon (Santa Clarita*)","Los Angeles",9.5,0.095
"Bradbury*","Los Angeles",9.5,0.095
"Brents Junction","Los Angeles",9.5,0.095
"Brentwood (Los Angeles*)","Los Angeles",9.5,0.095
"Burbank*","Los Angeles",9.5,0.095
"Cabrillo","Los Angeles",9.5,0.095
"Calabasas Highlands","Los Angeles",9.5,0.095
"Calabasas Park","Los Angeles",9.5,0.095
"Calabasas*","Los Angeles",9.5,0.095
